job_title,years_experience,education_level,skills,country,city,industry,company_size,employment_type,work_mode,certifications,annual_salary_usd
Product Manager,4,PhD / Doctorate,PyTorch;TypeScript;SQL;C++;REST APIs,Australia,Melbourne,Technology,Small (51–200),Full-time,On-site,Data Science Professional (IBM);CKA (Kubernetes),168200
QA Engineer,3,Bachelor's Degree,REST APIs;Git;SQL;Python;GCP;CI/CD,India,Hyderabad,Healthcare & Pharma,Large (1001–5000),Full-time,Hybrid,None,20100
Cloud Architect,9,Bachelor's Degree,Rust;AWS;Terraform;Docker;GCP;Azure;Kubernetes,Netherlands,The Hague,Government & Public Sector,Small (51–200),Full-time,Hybrid,CISSP (Security),137100
Security Engineer,6,Master's Degree,Linux;Python;Java;AWS;CI/CD,Japan,Osaka,E-commerce & Retail,Small (51–200),Full-time,Hybrid,AWS Certified Solutions Architect,137100
Cloud Architect,6,Bachelor's Degree,GCP;Java;Docker;Kubernetes;Terraform,Australia,Sydney,Finance & Banking,Large (1001–5000),Contract,Remote,CompTIA Security+,288100
Engineering Manager,4,Bachelor's Degree,SQL;REST APIs;React;AWS;Kubernetes;Docker;CI/CD;Python,United States,Chicago,Energy & Utilities,Medium (201–1000),Full-time,On-site,None,158700
Backend Developer,7,Master's Degree,Node.js;PostgreSQL;React;Linux;Java;Docker;Python;SQL,India,Delhi,Startups,Medium (201–1000),Contract,Remote,CFA (Finance),47200
Network Engineer,7,Bachelor's Degree,C++;TensorFlow;Linux,United Kingdom,Bristol,Finance & Banking,Startup (1–50),Full-time,On-site,Salesforce Certified;Google Cloud Professional,112800
UX/UI Designer,1,Bachelor's Degree,JavaScript,Netherlands,The Hague,Aerospace & Defense,Enterprise (5000+),Full-time,On-site,None,67000
Project Manager,2,Associate's Degree,Git,Singapore,Singapore City,Consulting,Small (51–200),Contract,Hybrid,None,71300
Data Analyst,5,Bachelor's Degree,PostgreSQL;MongoDB;Python,Brazil,Curitiba,Finance & Banking,Medium (201–1000),Part-time,Hybrid,Google Cloud Professional,17000
Frontend Developer,7,Bachelor's Degree,GraphQL;Git;TypeScript,Germany,Frankfurt,Insurance,Startup (1–50),Full-time,On-site,CompTIA Security+;Azure Solutions Architect,71300
QA Engineer,5,Bootcamp Graduate,REST APIs;SQL;Git;Python;React;CI/CD,United States,Boston,Finance & Banking,Medium (201–1000),Contract,Hybrid,Azure Solutions Architect,134900
UX/UI Designer,10,Bachelor's Degree,React;TypeScript;JavaScript,United States,New York,Healthcare & Pharma,Small (51–200),Full-time,Remote,CKA (Kubernetes),123300
Data Science Manager,3,Bachelor's Degree,SQL;GraphQL;Machine Learning;Deep Learning;Azure;Apache Spark;Python,India,Chennai,Healthcare & Pharma,Medium (201–1000),Full-time,Hybrid,None,32800
Product Manager,4,Bachelor's Degree,SQL;Java;Azure;REST APIs;Go,Netherlands,Rotterdam,E-commerce & Retail,Startup (1–50),Internship,On-site,Azure Solutions Architect;CKA (Kubernetes),35700
Project Manager,31,Master's Degree,SQL;Git,Poland,Kraków,Media & Entertainment,Enterprise (5000+),Part-time,On-site,None,45500
Data Engineer,14,Associate's Degree,Apache Spark;AWS;SQL;MongoDB;Kafka;Python;PostgreSQL,United States,New York,E-commerce & Retail,Enterprise (5000+),Full-time,On-site,CFA (Finance),298400
Solutions Architect,7,Bachelor's Degree,Kubernetes;Azure;REST APIs;AWS;GCP;Java,Germany,Berlin,Education & Research,Startup (1–50),Full-time,On-site,None,103800
Business Analyst,2,Bachelor's Degree,REST APIs;Python;JavaScript;SQL;TensorFlow,United States,Miami,Government & Public Sector,Enterprise (5000+),Full-time,Hybrid,None,82700
Network Engineer,21,Bachelor's Degree,Linux;Rust;Azure,United States,Atlanta,Aerospace & Defense,Large (1001–5000),Freelance,On-site,None,232100
Data Scientist,6,Bachelor's Degree,Deep Learning;JavaScript;Python;Redis;Node.js;SQL;PyTorch;TensorFlow;Apache Spark,Sweden,Gothenburg,Government & Public Sector,Enterprise (5000+),Contract,Remote,AWS Certified Solutions Architect,188200
Backend Developer,10,Master's Degree,Node.js;PostgreSQL;SQL;Docker;Python;Java;Redis,India,Hyderabad,Automotive,Large (1001–5000),Full-time,Hybrid,None,37700
Mobile Developer,7,Master's Degree,Java;Rust;C++;React;TypeScript;Git,United Kingdom,Leeds,Healthcare & Pharma,Small (51–200),Internship,On-site,None,48800
Software Engineer,3,Master's Degree,SQL;Java;Python;REST APIs;C++;Kafka;Docker,Switzerland,Zurich,Telecommunications,Enterprise (5000+),Full-time,On-site,CISSP (Security),190000
Frontend Developer,9,Bachelor's Degree,Machine Learning;JavaScript;React;Python;Scala;REST APIs,United States,Denver,Telecommunications,Enterprise (5000+),Full-time,On-site,PMP (Project Management),159500
Systems Architect,6,Bachelor's Degree,Docker;Apache Spark;GCP;AWS;Kafka;Azure;Go;Kubernetes,Sweden,Stockholm,Insurance,Enterprise (5000+),Internship,Remote,None,71100
Data Science Manager,2,High School / GED,Java;Docker,China,Beijing,Finance & Banking,Small (51–200),Full-time,On-site,None,46500
Data Engineer,0,Master's Degree,PostgreSQL;Kafka;SQL;Python;Apache Spark;MongoDB,Canada,Toronto,Telecommunications,Small (51–200),Full-time,Remote,AWS Certified Solutions Architect,101100
Data Scientist,2,Master's Degree,Deep Learning;Apache Spark;Python;PyTorch;SQL;TensorFlow,Japan,Tokyo,Insurance,Enterprise (5000+),Full-time,Hybrid,CFA (Finance),139200
Project Manager,0,Master's Degree,JavaScript,United States,Los Angeles,Telecommunications,Startup (1–50),Full-time,Hybrid,None,78700
Machine Learning Engineer,12,Bachelor's Degree,AWS;TensorFlow;Docker;PyTorch;MongoDB;Python;Kubernetes,United Kingdom,Birmingham,Media & Entertainment,Small (51–200),Full-time,Remote,AWS Certified Solutions Architect,184000
Mobile Developer,9,Bachelor's Degree,Java;Git;Scala;TypeScript,United States,Chicago,Media & Entertainment,Enterprise (5000+),Full-time,On-site,None,148900
DevOps Engineer,1,Bachelor's Degree,AWS;Kubernetes;Deep Learning;React;Docker,France,Marseille,Insurance,Medium (201–1000),Full-time,Remote,None,91800
Data Analyst,10,Associate's Degree,GCP;MongoDB;SQL,United States,Seattle,Education & Research,Enterprise (5000+),Full-time,Hybrid,Google Cloud Professional;AWS Certified Solutions Architect,81800
Blockchain Developer,4,Bachelor's Degree,Kafka;Go;SQL;CI/CD;Python,United States,Miami,Aerospace & Defense,Small (51–200),Full-time,Remote,None,154900
Data Engineer,35,Bachelor's Degree,Apache Spark;PostgreSQL;Python;AWS;Java;Node.js;Kafka;MongoDB,Poland,Wrocław,Healthcare & Pharma,Large (1001–5000),Full-time,On-site,None,127100
DevOps Engineer,1,Bachelor's Degree,Linux;Kubernetes;Docker;CI/CD;Python,Japan,Osaka,Healthcare & Pharma,Large (1001–5000),Full-time,Hybrid,Google Cloud Professional,78600
Systems Architect,10,Master's Degree,Linux;JavaScript;REST APIs;AWS;CI/CD;GCP;TensorFlow;Azure;Docker,United Kingdom,Edinburgh,Technology,Enterprise (5000+),Contract,Remote,None,454100
Frontend Developer,4,Bachelor's Degree,TypeScript;PostgreSQL;React;Python;Git;GraphQL;JavaScript,India,Hyderabad,Finance & Banking,Startup (1–50),Full-time,Hybrid,PMP (Project Management),23100
Business Analyst,8,Master's Degree,Python,Australia,Perth,Energy & Utilities,Startup (1–50),Contract,On-site,CISSP (Security),96700
Cybersecurity Analyst,0,Bachelor's Degree,Python;CI/CD;GraphQL;Linux,Australia,Adelaide,Government & Public Sector,Small (51–200),Contract,Remote,None,81800
Machine Learning Engineer,3,Master's Degree,SQL;Python;AWS;Deep Learning;Docker;PyTorch;Scala,United States,Los Angeles,Energy & Utilities,Small (51–200),Freelance,On-site,CompTIA Security+;CISSP (Security),234200
Machine Learning Engineer,3,Master's Degree,REST APIs;Docker;Python;AWS;TensorFlow;Kubernetes;PyTorch;Deep Learning,Sweden,Gothenburg,Startups,Startup (1–50),Contract,Remote,None,165500
Machine Learning Engineer,11,Bachelor's Degree,PyTorch;Kubernetes;REST APIs;Deep Learning;TensorFlow;Azure;Docker;AWS;C++;Python,India,Pune,Manufacturing,Startup (1–50),Full-time,Hybrid,CFA (Finance),40100
Mobile Developer,7,Master's Degree,TensorFlow;React;SQL;JavaScript;Git,United States,Austin,Technology,Small (51–200),Full-time,Remote,CISSP (Security);AWS Certified Solutions Architect,196000
Senior Software Engineer,9,Bachelor's Degree,C++;Docker;Rust;GraphQL;JavaScript;Java;Python;Git;CI/CD;Kubernetes,United States,Seattle,Energy & Utilities,Small (51–200),Full-time,On-site,AWS Certified Solutions Architect,233700
Full Stack Developer,2,High School / GED,SQL;CI/CD;MongoDB;JavaScript;TypeScript;React;Docker;Node.js,United States,Miami,Insurance,Enterprise (5000+),Contract,Hybrid,None,117500
Engineering Manager,1,Bachelor's Degree,Kubernetes;AWS;Python;Docker,UAE,Abu Dhabi,Startups,Enterprise (5000+),Freelance,Hybrid,CFA (Finance);Azure Solutions Architect,218600
Engineering Manager,4,Bachelor's Degree,Python;Docker;CI/CD;AWS;Kubernetes,Australia,Sydney,Manufacturing,Medium (201–1000),Contract,On-site,CISSP (Security),187800
Machine Learning Engineer,8,Bachelor's Degree,PostgreSQL;TensorFlow;Redis;PyTorch;Deep Learning;Python;MongoDB;Git,India,Bengaluru,Healthcare & Pharma,Small (51–200),Full-time,Hybrid,None,34100
Engineering Manager,5,Bachelor's Degree,Redis;Kubernetes;Python;AWS;CI/CD;TypeScript,India,Mumbai,Telecommunications,Large (1001–5000),Full-time,Hybrid,None,41700
Machine Learning Engineer,3,High School / GED,Docker;Python;PyTorch;Deep Learning;AWS;Kubernetes;TensorFlow,Brazil,São Paulo,Government & Public Sector,Enterprise (5000+),Full-time,On-site,Google Cloud Professional,40700
DevOps Engineer,35,Bachelor's Degree,Linux;SQL;Kubernetes;CI/CD;AWS;TensorFlow;REST APIs;Node.js;Docker,United States,Denver,Telecommunications,Small (51–200),Full-time,Hybrid,None,276000
Senior Software Engineer,5,Bachelor's Degree,Python;Docker;C++;Git;Kubernetes,France,Lyon,Automotive,Large (1001–5000),Full-time,Remote,Azure Solutions Architect,159100
Mobile Developer,23,Master's Degree,Machine Learning;Rust;React,India,Mumbai,Automotive,Large (1001–5000),Full-time,Remote,Google Cloud Professional,50700
Software Engineer,16,Master's Degree,Java;C++;SQL;Git;Python;REST APIs,China,Beijing,Healthcare & Pharma,Small (51–200),Freelance,Hybrid,CompTIA Security+,103100
Senior Software Engineer,15,PhD / Doctorate,Apache Spark;Git;MongoDB;Python;C++;Java;Kubernetes;CI/CD;Docker;PyTorch,United States,New York,Startups,Large (1001–5000),Full-time,Hybrid,CFA (Finance),484200
Full Stack Developer,5,Bootcamp Graduate,AWS;React;SQL;PostgreSQL;Linux;Node.js;Docker;JavaScript;MongoDB;Rust,Netherlands,Amsterdam,Healthcare & Pharma,Startup (1–50),Contract,Hybrid,AWS Certified Solutions Architect,130100
Mobile Developer,7,Bachelor's Degree,Java;TypeScript;GraphQL;REST APIs;React;Git;JavaScript,Mexico,Mexico City,Energy & Utilities,Small (51–200),Contract,On-site,Azure Solutions Architect;AWS Certified Solutions Architect,45400
Senior Software Engineer,9,Master's Degree,CI/CD;Docker;Kubernetes;C++;Python;Java;Git,Canada,Calgary,Aerospace & Defense,Small (51–200),Contract,On-site,CKA (Kubernetes);AWS Certified Solutions Architect,289300
Business Analyst,6,Master's Degree,SQL,Germany,Munich,Finance & Banking,Large (1001–5000),Full-time,Remote,None,101800
Engineering Manager,6,Bachelor's Degree,Java;Docker;Kubernetes;C++;JavaScript;Python;AWS,United States,Atlanta,Manufacturing,Large (1001–5000),Full-time,On-site,None,195400
Data Engineer,3,Bachelor's Degree,PostgreSQL;Apache Spark;AWS;GCP;Python,Canada,Vancouver,Insurance,Large (1001–5000),Full-time,Remote,Salesforce Certified,114100
AI/ML Researcher,20,Bachelor's Degree,MongoDB;Linux;Machine Learning;PyTorch;Deep Learning;Python,Brazil,São Paulo,E-commerce & Retail,Startup (1–50),Full-time,Hybrid,Data Science Professional (IBM),96800
Full Stack Developer,0,Bootcamp Graduate,MongoDB;SQL;Scala;React;CI/CD,United States,Atlanta,Energy & Utilities,Medium (201–1000),Full-time,Remote,PMP (Project Management),104500
Mobile Developer,8,PhD / Doctorate,React;PostgreSQL;Java;TypeScript;MongoDB;Kafka;Docker;Git,Switzerland,Basel,Telecommunications,Medium (201–1000),Part-time,Hybrid,None,100500
QA Engineer,3,Bootcamp Graduate,SQL;Python;Redis;Node.js,United States,New York,Consulting,Startup (1–50),Full-time,On-site,None,61700
Cybersecurity Analyst,3,Bachelor's Degree,AWS;SQL,India,Pune,Consulting,Small (51–200),Full-time,On-site,None,21200
Network Engineer,5,Bachelor's Degree,Linux;GCP;Python;Azure;AWS,Germany,Cologne,Healthcare & Pharma,Enterprise (5000+),Full-time,Hybrid,None,99200
Network Engineer,14,Bachelor's Degree,Linux;Azure;Java;AWS;TypeScript;Python;REST APIs,India,Hyderabad,Aerospace & Defense,Large (1001–5000),Full-time,Remote,PMP (Project Management),43100
Senior Data Analyst,1,PhD / Doctorate,PostgreSQL;Docker;Python;Apache Spark;REST APIs;Machine Learning,Brazil,Curitiba,E-commerce & Retail,Startup (1–50),Part-time,On-site,None,19000
Solutions Architect,7,Bachelor's Degree,Kubernetes;Docker;GCP;REST APIs,Netherlands,Amsterdam,Automotive,Large (1001–5000),Full-time,Hybrid,Salesforce Certified;AWS Certified Solutions Architect,155800
Software Engineer,30,Master's Degree,Python;REST APIs;Apache Spark;SQL;Java;Docker;Git,United Kingdom,Edinburgh,Insurance,Small (51–200),Full-time,Hybrid,None,227100
Mobile Developer,3,Bootcamp Graduate,PostgreSQL;Java;Git;React,United States,Austin,Healthcare & Pharma,Medium (201–1000),Full-time,Hybrid,None,91900
QA Engineer,12,Master's Degree,CI/CD;SQL;Git,United Kingdom,Manchester,Telecommunications,Small (51–200),Full-time,Hybrid,Google Cloud Professional,97400
Business Analyst,8,Bachelor's Degree,REST APIs;JavaScript;Python;Kubernetes,United States,Seattle,Automotive,Small (51–200),Freelance,On-site,AWS Certified Solutions Architect,98100
Frontend Developer,6,Bachelor's Degree,SQL;JavaScript;REST APIs;React;TypeScript;GraphQL;Git,United States,Boston,Media & Entertainment,Small (51–200),Full-time,Hybrid,Data Science Professional (IBM),104000
Solutions Architect,4,Bachelor's Degree,Redis;GCP;Docker;REST APIs;MongoDB;TypeScript;PostgreSQL;AWS;Kubernetes,Germany,Munich,Government & Public Sector,Medium (201–1000),Freelance,On-site,None,111900
Business Analyst,13,PhD / Doctorate,REST APIs,Brazil,Curitiba,Technology,Medium (201–1000),Full-time,On-site,None,43500
Business Analyst,5,Bachelor's Degree,Kafka;Deep Learning;SQL;PyTorch;GCP,United Kingdom,London,Automotive,Enterprise (5000+),Part-time,Hybrid,CKA (Kubernetes),61000
Security Engineer,21,Bachelor's Degree,Linux;AWS;Python;CI/CD;Docker,United States,Miami,Government & Public Sector,Small (51–200),Full-time,Remote,CISSP (Security),238400
Database Administrator,11,Master's Degree,AWS;REST APIs;MongoDB;Linux;React;Kafka,Canada,Calgary,Insurance,Enterprise (5000+),Part-time,On-site,CFA (Finance),82100
Software Engineer,3,Master's Degree,Docker;REST APIs;Go;Java;Python;SQL;C++;Git;JavaScript,Switzerland,Basel,Startups,Startup (1–50),Part-time,Hybrid,Salesforce Certified,92800
Data Analyst,2,Master's Degree,Git;Azure;CI/CD;MongoDB;Machine Learning;Python;SQL,Germany,Hamburg,Finance & Banking,Large (1001–5000),Full-time,On-site,None,90400
UX/UI Designer,2,Bachelor's Degree,React;TypeScript;Java;Go,Brazil,Curitiba,Government & Public Sector,Large (1001–5000),Full-time,Remote,PMP (Project Management),25000
Technical Lead,23,Master's Degree,CI/CD;Docker;Git;Python;Kubernetes;Java,United States,Atlanta,Government & Public Sector,Large (1001–5000),Full-time,On-site,None,349400
Senior Data Analyst,13,Master's Degree,Apache Spark;Machine Learning;Python;Kafka;PostgreSQL;Docker,United Kingdom,London,Consulting,Large (1001–5000),Full-time,On-site,None,217100
Mobile Developer,5,Associate's Degree,Git;Java;Node.js,Japan,Yokohama,Healthcare & Pharma,Large (1001–5000),Part-time,On-site,None,39600
Full Stack Developer,4,Bootcamp Graduate,SQL;MongoDB;Apache Spark;React;JavaScript;Docker;Node.js;TypeScript,Singapore,Singapore City,Telecommunications,Medium (201–1000),Contract,Hybrid,PMP (Project Management),131400
Backend Developer,25,Master's Degree,SQL;PyTorch;Node.js;Java;PostgreSQL;Redis;Deep Learning;Docker;Python,Australia,Brisbane,Aerospace & Defense,Startup (1–50),Full-time,On-site,None,192400
Cloud Architect,3,Bachelor's Degree,Kafka;GCP;Terraform;Docker,United Kingdom,London,Education & Research,Medium (201–1000),Internship,Remote,AWS Certified Solutions Architect,40300
Blockchain Developer,14,Bachelor's Degree,Rust;JavaScript;SQL;Python,United States,Boston,Technology,Small (51–200),Full-time,On-site,Salesforce Certified,262500
Senior Software Engineer,7,Bachelor's Degree,CI/CD;C++;Git;Deep Learning;Python,UAE,Abu Dhabi,E-commerce & Retail,Enterprise (5000+),Full-time,Hybrid,Azure Solutions Architect;Salesforce Certified,241700
Software Engineer,6,Master's Degree,C++;Python;Go;Apache Spark;REST APIs;Git;Docker,Canada,Montreal,Consulting,Enterprise (5000+),Full-time,On-site,Azure Solutions Architect,186900
Mobile Developer,11,Master's Degree,Go;Java;Git;React;JavaScript,United States,Seattle,Startups,Medium (201–1000),Full-time,Hybrid,CISSP (Security),218900
Blockchain Developer,9,Bachelor's Degree,Git;Rust;Go;Python;SQL,India,Mumbai,Insurance,Small (51–200),Full-time,Remote,Data Science Professional (IBM),39100
Product Manager,1,PhD / Doctorate,SQL;REST APIs,United States,Atlanta,Aerospace & Defense,Startup (1–50),Full-time,On-site,None,122400
Product Manager,7,Master's Degree,SQL;REST APIs,Canada,Ottawa,Insurance,Large (1001–5000),Freelance,On-site,CompTIA Security+,161300
AI/ML Researcher,5,Bachelor's Degree,Machine Learning;TensorFlow;Deep Learning;Python;PyTorch,United States,Los Angeles,Aerospace & Defense,Large (1001–5000),Full-time,Hybrid,CISSP (Security),266600
Frontend Developer,3,PhD / Doctorate,TypeScript;Docker;React;GCP;GraphQL;Git;JavaScript,UAE,Abu Dhabi,Government & Public Sector,Small (51–200),Full-time,Remote,CKA (Kubernetes),87000
DevOps Engineer,13,Bachelor's Degree,Rust;AWS;GraphQL;Kubernetes;CI/CD;Go;Linux,India,Chennai,Healthcare & Pharma,Large (1001–5000),Full-time,On-site,CKA (Kubernetes),41800
